近三个月月均商场出现次数,近三个月月均商场出现次数W0,近三个月月均商场出现次数W1,近三个月月均商场出现次数W2,近三个月月均商场出现次数W3,近三个月月均商场出现次数W4,近三个月月均商场出现次数W5,近三个月月均商场出现次数W6,近三个月月均商场出现次数W7,近三个月月均商场出现次数W8,近三个月月均商场出现次数W9
0,-1.2799745798110962,-0.18132738769054413,1.0088545083999634,0.2773822546005249,-1.318880319595337,1.6226403713226318,-0.7704793810844421,3.5657033920288086,0.9624412655830383,0.7868186235427856
1,-0.8686307072639465,-0.05783665180206299,1.1488746404647827,0.5917888283729553,-0.6181451082229614,1.2164320945739746,-0.22969287633895874,2.502753734588623,0.802522599697113,0.8806921243667603
2,-0.8508320450782776,-0.1745634377002716,0.8330629467964172,0.47147488594055176,-0.7097356915473938,1.2895317077636719,-0.2840266823768616,2.5218536853790283,0.9173043370246887,0.9328433871269226
3,-0.6625123620033264,-0.15651564300060272,1.1605640649795532,0.6727588772773743,-0.626734733581543,1.087841510772705,-0.17849834263324738,2.344754695892334,0.5630309581756592,1.181439995765686
4,-0.7268856763839722,-0.07467686384916306,1.1635332107543945,0.5884251594543457,-0.7156437635421753,1.2413866519927979,-0.24470262229442596,2.3815102577209473,0.7271870970726013,0.88456791639328
5,-0.40229398012161255,0.13636747002601624,1.32883882522583,0.6810939908027649,-0.8007442355155945,1.278712272644043,-0.35096508264541626,2.171381711959839,0.6949354410171509,1.1416770219802856
6,-0.9253942966461182,-0.15772473812103271,1.2035963535308838,0.7302672863006592,-0.39218974113464355,1.3510777950286865,-0.18470150232315063,2.2124903202056885,0.7781727313995361,1.0781611204147339
7,-0.6048315763473511,-0.15468725562095642,1.2763900756835938,0.8488789796829224,-0.8162732720375061,1.3684067726135254,-0.27969327569007874,2.2649953365325928,0.5174238085746765,0.9787533283233643
8,-0.6485865712165833,-0.0806504487991333,1.2486491203308105,0.643727719783783,-0.7436583042144775,1.3828943967819214,-0.2963579595088959,2.1580302715301514,0.6921120285987854,1.0719349384307861
9,-0.5801272988319397,-0.18005351722240448,1.0676617622375488,0.719596803188324,-0.7938616871833801,1.433825969696045,-0.2418195605278015,2.130213737487793,0.7590654492378235,1.2609782218933105
10,-0.6866768598556519,-0.12448587268590927,1.2375746965408325,0.7487877607345581,-0.770461916923523,1.2431524991989136,-0.1281244307756424,2.2556381225585938,0.5713359713554382,0.9769558906555176
11,-0.6625708341598511,0.060372933745384216,1.4552013874053955,0.7327954173088074,-0.7403465509414673,1.4270412921905518,-0.25477540493011475,2.162407636642456,0.7842046022415161,1.093770980834961
12,-0.5941777229309082,0.12456480413675308,1.1861803531646729,0.701423704624176,-0.6571404337882996,1.3949778079986572,-0.4360734522342682,2.3115146160125732,0.644537091255188,0.9608649015426636
13,-0.7234768867492676,-0.1693248748779297,1.0591353178024292,0.7130917310714722,-0.523849606513977,1.3430938720703125,-0.30927857756614685,2.206637382507324,0.663632869720459,1.3164221048355103
14,-0.9379100203514099,0.17235702276229858,1.2383681535720825,0.5700263977050781,-0.8182680606842041,1.3100346326828003,0.021707171574234962,2.048356294631958,0.5380046963691711,1.2666969299316406
15,-0.656986653804779,0.21941910684108734,1.0734124183654785,0.7042168974876404,-0.9673746824264526,1.3690160512924194,-0.018681300804018974,2.2705507278442383,0.6389038562774658,1.0252907276153564
16,-0.7754802107810974,-0.13074414432048798,1.0531282424926758,0.9498047232627869,-0.7944260835647583,1.4376318454742432,0.011572049930691719,2.320594072341919,0.7156876921653748,0.9903453588485718
17,-0.5419697761535645,-0.13568924367427826,1.338507890701294,1.0745664834976196,-0.6644148826599121,1.2682994604110718,-0.1454266458749771,2.14261531829834,0.4546382427215576,1.3047996759414673
18,-0.8319655656814575,-0.011106565594673157,1.2247228622436523,0.8805907964706421,-0.9137365221977234,1.4123278856277466,-0.039917297661304474,2.193725347518921,0.35569149255752563,1.195786714553833
19,-0.6811940670013428,0.17738200724124908,1.1221531629562378,0.6691837310791016,-0.7154315114021301,1.481750249862671,-0.4046047627925873,2.249357223510742,0.4587125778198242,1.1465867757797241
20,-0.6468319892883301,-0.1396505981683731,1.1430186033248901,1.0766533613204956,-0.7734392285346985,1.5173660516738892,-0.22289037704467773,2.24782133102417,0.5224058628082275,1.2180557250976562
21,-0.7058101296424866,-0.22549964487552643,1.1287481784820557,0.8303548693656921,-0.6334007978439331,1.2197520732879639,0.0726667046546936,2.2152249813079834,0.673574686050415,1.3965445756912231
22,-0.5705648064613342,0.16537411510944366,1.4431754350662231,0.8418436050415039,-0.9706248641014099,1.3240495920181274,-0.1436995416879654,2.193763256072998,0.35201483964920044,0.9686063528060913
23,-0.7718067765235901,0.02348136343061924,1.3203589916229248,0.8494474291801453,-0.7449436783790588,1.36809241771698,0.025321025401353836,2.1007323265075684,0.592515766620636,1.3807233572006226
24,-0.8521674275398254,0.0452638678252697,1.3395683765411377,0.9153382182121277,-0.7451717257499695,1.5746567249298096,-0.0634491965174675,2.0497660636901855,0.44430801272392273,1.166230320930481
25,-0.4680468440055847,0.10861809551715851,0.9887135624885559,1.1232153177261353,-0.8218082785606384,1.4637587070465088,-0.16743889451026917,2.2268285751342773,0.5072938799858093,1.4344213008880615
26,-0.8153337836265564,0.12726624310016632,1.4368457794189453,0.8810915946960449,-0.6638281345367432,1.6289006471633911,-0.17680631577968597,1.8908292055130005,0.5670173168182373,1.388979434967041
27,-0.8498575091362,-0.016823194921016693,1.3992335796356201,0.7978736758232117,-0.8307711482048035,1.4032553434371948,-0.1447945535182953,2.1024959087371826,0.25637954473495483,1.1285655498504639
28,-0.5770752429962158,0.3657231330871582,1.4672014713287354,1.0105713605880737,-0.9118871688842773,1.4750778675079346,-0.15491540729999542,2.2107272148132324,0.3827880024909973,1.0628485679626465
29,-0.9825651049613953,0.24972447752952576,1.3039906024932861,1.0523947477340698,-0.7589053511619568,1.4245436191558838,0.12838001549243927,2.312091827392578,0.3645212650299072,1.1530938148498535
30,-0.43388715386390686,0.31941598653793335,1.2926167249679565,0.9004392623901367,-1.0779942274093628,1.4790923595428467,-0.2710362374782562,2.1468541622161865,0.34189167618751526,1.2937345504760742
31,-0.36674126982688904,0.13163508474826813,1.2301446199417114,0.9394726753234863,-1.0513592958450317,1.7371442317962646,-0.4052128195762634,1.9420801401138306,0.49574118852615356,1.1997336149215698
32,-0.5741571187973022,0.1310155838727951,1.367700457572937,0.8963016271591187,-0.9210810661315918,1.2818068265914917,0.010711343958973885,2.1353373527526855,0.42539191246032715,1.2078437805175781
33,-0.536944568157196,0.0851941630244255,1.5272351503372192,1.0902341604232788,-1.0019605159759521,1.5364834070205688,-0.1688653826713562,1.9711359739303589,0.16063502430915833,1.55812406539917
34,-0.7914766669273376,0.11981022357940674,1.256782054901123,1.0474882125854492,-0.7061153054237366,1.6061679124832153,-0.33036234974861145,2.156752109527588,0.15544626116752625,1.0757163763046265
35,-0.5787115693092346,-0.030154608190059662,1.2091232538223267,1.0548202991485596,-0.955628514289856,1.4840706586837769,-0.23215387761592865,2.161684274673462,0.3710399866104126,1.0809537172317505
36,-0.7866824269294739,0.20818541944026947,1.3277424573898315,1.1718453168869019,-0.7453693151473999,1.362856388092041,0.06953995674848557,2.27567195892334,0.13327370584011078,1.0325437784194946
37,-0.5120059251785278,-0.1249086931347847,1.0966852903366089,1.1185559034347534,-0.7346503734588623,1.3196899890899658,0.04857564717531204,2.1617746353149414,0.44849851727485657,1.4344968795776367
38,-0.5670688152313232,0.23074525594711304,1.2969380617141724,0.981777012348175,-1.1690335273742676,1.4347103834152222,-0.011151505634188652,2.1481547355651855,0.0634339302778244,1.0691207647323608
39,-0.4977678656578064,-0.05043366178870201,1.4407243728637695,1.0172666311264038,-0.9055266976356506,1.3414664268493652,-0.2744133770465851,2.083146810531616,0.14681202173233032,1.256950855255127
40,-0.7050767540931702,0.11640354990959167,1.3539743423461914,0.9094244837760925,-0.9704140424728394,1.520944356918335,-0.212734192609787,1.9968249797821045,0.14583905041217804,1.3828707933425903
41,-0.4258269965648651,0.0712319016456604,1.3676481246948242,1.0512044429779053,-0.8976190090179443,1.4331841468811035,-0.3727896809577942,2.1025965213775635,0.1860416978597641,1.1484460830688477
42,-0.5315123200416565,0.044334776699543,1.1968427896499634,1.0243901014328003,-0.8776429891586304,1.4347738027572632,-0.05190630629658699,2.0939574241638184,0.4419315755367279,1.4488378763198853
43,-0.6375154256820679,-0.11227003484964371,1.1606240272521973,0.9888516068458557,-0.892686128616333,1.2868220806121826,-0.06746166199445724,2.1994950771331787,0.05843136087059975,1.5049676895141602
44,-0.7416919469833374,0.30833542346954346,1.312037467956543,0.9974029064178467,-0.7815271019935608,1.6594234704971313,-0.18310199677944183,1.9842158555984497,0.2501664459705353,1.2346841096878052
45,-0.6277300715446472,0.03968092054128647,1.3402518033981323,0.9340985417366028,-0.6214089393615723,1.397658109664917,-0.1254575252532959,2.0635762214660645,0.3991098403930664,1.1532177925109863
46,-0.6810469627380371,0.032982438802719116,1.1549594402313232,1.026548981666565,-0.756375253200531,1.407387137413025,-0.15377525985240936,2.2487072944641113,0.28950098156929016,1.1117467880249023
47,-0.5680001378059387,0.06261730194091797,1.399695873260498,0.9750437140464783,-0.9092034101486206,1.4801467657089233,-0.03058142587542534,1.9728803634643555,0.4835360646247864,1.4620704650878906
48,-0.3568877875804901,0.02670857310295105,1.6594825983047485,1.2263818979263306,-0.8893300294876099,1.411213755607605,0.08711547404527664,1.9085701704025269,0.37036076188087463,1.0749187469482422
49,-0.43774595856666565,-0.0018824238795787096,1.1210802793502808,0.935584306716919,-0.9556385278701782,1.5079628229141235,-0.34215572476387024,2.075731039047241,0.3266039490699768,1.252489686012268
50,-0.4801293909549713,-0.05199265480041504,1.0415115356445312,1.0218576192855835,-0.92845618724823,1.5271426439285278,-0.21380098164081573,2.1194350719451904,0.4627065360546112,1.2185251712799072
51,-0.6774240136146545,0.10607682168483734,1.0927249193191528,0.8117659687995911,-0.9740002155303955,1.4352219104766846,-0.09160074591636658,2.189380645751953,0.22492513060569763,1.1375635862350464
52,-0.44233256578445435,0.17322739958763123,1.1185195446014404,1.253382682800293,-0.6876285076141357,1.5104541778564453,-0.29650765657424927,2.257744550704956,0.36398375034332275,1.405590295791626
53,-0.5715264678001404,0.061873067170381546,1.2471596002578735,0.9469042420387268,-0.9325272440910339,1.4342565536499023,-0.1562705934047699,2.1580941677093506,0.17369812726974487,0.912868082523346
54,-0.36952534317970276,0.11522653698921204,1.2446980476379395,1.0257091522216797,-0.9532750844955444,1.3977707624435425,-0.17804673314094543,2.0513036251068115,0.2049902230501175,1.299803376197815
55,-0.5069755911827087,0.060979701578617096,1.2749541997909546,0.8699407577514648,-1.0061743259429932,1.3968000411987305,-0.18506847321987152,2.044973373413086,0.3574458658695221,1.220755934715271
56,-0.5660099983215332,0.12402704358100891,1.4277952909469604,1.304273009300232,-0.970963716506958,1.5295941829681396,0.034261416643857956,2.0621538162231445,0.1346186250448227,1.4674346446990967
57,-0.37684136629104614,0.17447726428508759,1.0911259651184082,1.01752769947052,-0.8601449728012085,1.516339898109436,-0.20248092710971832,2.0505974292755127,0.3450837731361389,1.364485740661621
58,-0.5760101675987244,-0.035385821014642715,1.466793417930603,1.1969585418701172,-0.6975486278533936,1.6078239679336548,-0.23491598665714264,1.9162925481796265,0.3189065456390381,1.4329173564910889
59,-0.612136721611023,0.08019939810037613,1.246840476989746,1.01740300655365,-0.7970710396766663,1.3410605192184448,0.12960951030254364,2.0337181091308594,0.47398641705513,1.3276069164276123
60,-0.6697589159011841,0.08700721710920334,1.267857551574707,1.0060480833053589,-0.9322206377983093,1.4825444221496582,-0.10805939882993698,2.0560362339019775,0.1825270801782608,1.1607505083084106
61,-0.5618179440498352,0.020753834396600723,1.2576208114624023,0.8654311895370483,-0.924865186214447,1.5285791158676147,-0.1771382987499237,1.9221971035003662,0.35609525442123413,1.0176068544387817
62,-0.7286613583564758,0.014203525148332119,1.44928777217865,0.9438405632972717,-0.35077670216560364,1.3122472763061523,-0.1925172209739685,2.116823434829712,0.3568624258041382,1.0265964269638062
63,-0.6969000697135925,0.017779884859919548,1.19307279586792,0.6757668852806091,-0.7475407719612122,1.268586277961731,-0.06280042231082916,1.9948397874832153,0.1267966777086258,1.348604440689087
64,-0.4780835807323456,0.21294735372066498,1.4182054996490479,0.9431520104408264,-0.7896449565887451,1.2609524726867676,0.007627548184245825,1.9896801710128784,0.46450480818748474,1.411656141281128
65,-0.4038603901863098,0.10954628139734268,1.3514477014541626,0.9842950105667114,-0.7959187030792236,1.3409614562988281,-0.12488238513469696,1.9584993124008179,0.2723345160484314,1.4118824005126953
66,-0.29379433393478394,0.037123411893844604,1.0488090515136719,1.0109362602233887,-0.7970725893974304,1.3332031965255737,-0.09581046551465988,1.9917023181915283,0.42169487476348877,1.3510866165161133
67,-0.714148998260498,0.10366534441709518,1.1853594779968262,0.8453687429428101,-0.5409135222434998,1.28128981590271,-0.07061800360679626,2.050962448120117,0.3688772916793823,1.242803931236267
68,-0.4602651596069336,0.2803918421268463,1.2314836978912354,0.6280214190483093,-0.7361818552017212,1.1808949708938599,-0.2668848931789398,2.1327390670776367,0.2827756106853485,0.917102038860321
69,-0.4337610900402069,0.1726372390985489,1.2589445114135742,0.9530306458473206,-0.6024426817893982,1.3576241731643677,-0.12885978817939758,1.960589051246643,0.36499276757240295,1.3425759077072144
70,-0.5055313110351562,0.24781672656536102,1.205618143081665,0.8722842335700989,-0.7542626857757568,1.381913185119629,-0.017280761152505875,1.9686872959136963,0.4466477632522583,1.3017191886901855
71,-0.6845442652702332,0.36685508489608765,1.1481387615203857,0.8692617416381836,-0.6420456171035767,1.3004100322723389,0.018186798319220543,2.0916848182678223,0.23480914533138275,1.186866283416748
72,-0.33317404985427856,-0.2344370186328888,1.528049111366272,1.0207624435424805,-0.9415361285209656,1.190616250038147,0.016886087134480476,1.9239590167999268,0.043732888996601105,1.1670411825180054
73,-0.2718732953071594,0.13794688880443573,1.5202603340148926,0.845014214515686,-0.6339186429977417,1.2838244438171387,-0.2703894376754761,1.8716516494750977,0.4178883731365204,1.2303242683410645
74,-0.3053334355354309,-0.07599548250436783,1.122355580329895,0.7496474385261536,-0.7308761477470398,1.111269474029541,-0.05016166716814041,1.9289945363998413,0.3260002136230469,1.3499702215194702
75,-0.6240131258964539,-0.021526513621211052,1.141958475112915,0.8369508385658264,-0.5929884910583496,1.185884714126587,0.05149511620402336,2.1508491039276123,0.3383256793022156,0.8974376320838928
76,-0.2821648418903351,0.18380413949489594,1.1656434535980225,0.872033417224884,-0.7392878532409668,1.2446788549423218,-0.10943234711885452,2.08626651763916,0.2669004797935486,1.3413403034210205
77,-0.42897555232048035,-0.04452309012413025,1.481842279434204,0.7368196845054626,-0.8895623087882996,1.1972575187683105,0.17016136646270752,1.8634369373321533,0.23632179200649261,1.0679235458374023
78,-0.3434722125530243,-0.07428102195262909,1.0554231405258179,0.6385135650634766,-0.6229045391082764,1.2337223291397095,-0.23738764226436615,2.029357433319092,0.4617019593715668,0.7866923809051514
79,-0.31213632225990295,0.024490224197506905,1.0818638801574707,0.688896119594574,-0.4833544194698334,0.988395094871521,-0.19558392465114594,2.266831874847412,0.38578876852989197,1.0425890684127808
80,-0.1895877718925476,-0.04399238899350166,1.239757776260376,0.49402526021003723,-0.8122350573539734,1.0864191055297852,0.012737045995891094,1.9061689376831055,0.723980724811554,1.1306483745574951
81,-0.08136261999607086,-0.05214506760239601,1.1149171590805054,0.5754964351654053,-0.5950249433517456,0.9879873991012573,-0.21419133245944977,2.1434459686279297,0.4314606487751007,0.8914656043052673
82,-0.16503643989562988,-0.2058418244123459,1.447832465171814,0.508188009262085,-0.7106999158859253,0.8629884123802185,-0.13618963956832886,2.1148219108581543,0.46719038486480713,0.8051854968070984
83,-0.04111843556165695,0.10715441405773163,1.2649445533752441,0.6780198216438293,-0.7884544134140015,0.9002395868301392,-0.06669806689023972,1.9782741069793701,0.18534477055072784,1.480821967124939
84,-0.2130802422761917,-0.33727866411209106,1.2744470834732056,0.5495189428329468,-0.8769731521606445,1.032659649848938,0.12749083340168,1.7671409845352173,0.543474018573761,1.454643964767456
85,-0.2966674864292145,0.1362142115831375,1.4108959436416626,0.6588971614837646,-0.5822171568870544,0.9718775153160095,0.13981327414512634,1.9642263650894165,0.41071322560310364,0.9321017861366272
86,-0.2278951108455658,-0.22564226388931274,1.4143632650375366,0.3980656862258911,-0.4338049292564392,0.5479026436805725,0.10450955480337143,2.0651943683624268,0.45216959714889526,1.0417492389678955
87,-0.1179036796092987,0.05560743436217308,1.3735711574554443,0.4826408624649048,-0.35309499502182007,0.7556247115135193,-0.08825279772281647,2.0241427421569824,0.45117995142936707,1.2566359043121338
88,-0.08768828213214874,-0.2958665192127228,0.9301416277885437,0.2566690742969513,-0.5339245796203613,0.6920570135116577,0.02332312799990177,2.1058874130249023,0.6818770170211792,1.4467188119888306
89,-0.13167338073253632,-0.082147978246212,1.4406157732009888,0.20938187837600708,-0.3242388069629669,0.5103118419647217,-0.06104307994246483,2.0630202293395996,0.4104599058628082,1.2706165313720703
90,-0.13887788355350494,-0.04152541235089302,1.4783849716186523,0.32660040259361267,-0.6469841003417969,0.7937281131744385,-0.045194823294878006,1.8475165367126465,0.36751705408096313,1.4559637308120728
91,0.01470536645501852,-0.028962967917323112,1.3320574760437012,0.1610085666179657,-0.34175822138786316,0.48458656668663025,0.13390490412712097,2.053194046020508,0.6430505514144897,1.247663140296936
92,-0.010943388566374779,-0.058515582233667374,1.7419185638427734,0.20440766215324402,-0.28866657614707947,0.62540203332901,-0.04169492796063423,1.7298245429992676,0.6854827404022217,1.3731759786605835
